Simulation,StateR,StateC,TargetR,TargetC,Action,Reward
S49,3,2,3,1,RIGHT,-1
S49,3,3,3,1,DOWN,-1
S49,4,3,3,1,LEFT,1
S49,4,2,3,1,DOWN,-1
S49,5,2,3,1,DOWN,0
S49,1,2,3,1,RIGHT,-1
S49,1,3,3,1,DOWN,1
S49,2,3,3,1,UP,-1
S49,1,3,3,1,UP,0
S49,5,3,3,1,DOWN,0
S49,1,3,3,1,RIGHT,-1
S49,1,4,3,1,UP,0
S49,5,4,3,1,RIGHT,-1
S49,5,5,3,1,UP,1
S49,4,5,3,1,UP,1
S49,3,5,3,1,LEFT,1
S49,3,4,3,1,UP,-1
S49,2,4,3,1,LEFT,1
S49,2,3,3,1,LEFT,1
S49,2,2,3,1,UP,-1
S49,1,2,3,1,UP,0
S49,5,2,3,1,LEFT,1
S49,5,1,3,1,UP,1
S49,4,1,3,1,UP,1
S50,1,1,1,2,LEFT,-2
S50,1,5,1,2,LEFT,1
S50,1,4,1,2,DOWN,-1
S50,2,4,1,2,DOWN,-1
S50,3,4,1,2,LEFT,1
S50,3,3,1,2,RIGHT,-1
S50,3,4,1,2,DOWN,-1
S50,4,4,1,2,UP,1
S50,3,4,1,2,RIGHT,-1
S50,3,5,1,2,UP,1
S50,2,5,1,2,UP,1
S50,1,5,1,2,LEFT,1
S50,1,4,1,2,UP,-4
S50,5,4,1,2,RIGHT,-1
S50,5,5,1,2,DOWN,4
S50,1,5,1,2,UP,-4
S50,5,5,1,2,LEFT,1
S50,5,4,1,2,RIGHT,-1
S50,5,5,1,2,DOWN,4
S50,1,5,1,2,UP,-4
S50,5,5,1,2,LEFT,1
S50,5,4,1,2,LEFT,1
S50,5,3,1,2,RIGHT,-1
S50,5,4,1,2,RIGHT,-1
S50,5,5,1,2,UP,1
S50,4,5,1,2,RIGHT,2
S50,4,1,1,2,RIGHT,1
S50,4,2,1,2,UP,1
S50,3,2,1,2,UP,1
S50,2,2,1,2,UP,1
S51,1,1,1,3,DOWN,-1
S51,2,1,1,3,DOWN,-1
S51,3,1,1,3,LEFT,0
S51,3,5,1,3,UP,1
S51,2,5,1,3,DOWN,-1
S51,3,5,1,3,UP,1
S51,2,5,1,3,LEFT,1
S51,2,4,1,3,LEFT,1
S51,2,3,1,3,RIGHT,-1
S51,2,4,1,3,DOWN,-1
S51,3,4,1,3,UP,1
S51,2,4,1,3,RIGHT,-1
S51,2,5,1,3,DOWN,-1
S51,3,5,1,3,DOWN,-1
S51,4,5,1,3,RIGHT,0
S51,4,1,1,3,DOWN,-1
S51,5,1,1,3,RIGHT,1
S51,5,2,1,3,UP,1
S51,4,2,1,3,UP,1
S51,3,2,1,3,RIGHT,1
S51,3,3,1,3,UP,1
S51,2,3,1,3,UP,1
S52,1,1,2,4,LEFT,2
S52,1,5,2,4,RIGHT,-2
S52,1,1,2,4,RIGHT,1
S52,1,2,2,4,LEFT,-1
S52,1,1,2,4,LEFT,2
S52,1,5,2,4,RIGHT,-2
S52,1,1,2,4,DOWN,1
S52,2,1,2,4,DOWN,-1
S52,3,1,2,4,LEFT,2
S52,3,5,2,4,RIGHT,-2
S52,3,1,2,4,RIGHT,1
S52,3,2,2,4,LEFT,-1
S52,3,1,2,4,DOWN,-1
S52,4,1,2,4,UP,1
S52,3,1,2,4,LEFT,2
S52,3,5,2,4,UP,1
S52,2,5,2,4,DOWN,-1
S52,3,5,2,4,DOWN,-1
S52,4,5,2,4,RIGHT,-2
S52,4,1,2,4,RIGHT,1
S52,4,2,2,4,UP,1
S52,3,2,2,4,UP,1
S52,2,2,2,4,DOWN,-1
S52,3,2,2,4,RIGHT,1
S52,3,3,2,4,RIGHT,1
S52,3,4,2,4,LEFT,-1
S52,3,3,2,4,DOWN,-1
S52,4,3,2,4,DOWN,-1
S52,5,3,2,4,UP,1
S52,4,3,2,4,LEFT,-1
S52,4,2,2,4,LEFT,-1
S52,4,1,2,4,UP,1
S52,3,1,2,4,LEFT,2
S52,3,5,2,4,UP,1
S52,2,5,2,4,DOWN,-1
S52,3,5,2,4,DOWN,-1
S52,4,5,2,4,DOWN,-1
S52,5,5,2,4,RIGHT,-2
S52,5,1,2,4,LEFT,2
S52,5,5,2,4,LEFT,1
S52,5,4,2,4,RIGHT,-1
S52,5,5,2,4,DOWN,2
S52,1,5,2,4,DOWN,1
S52,2,5,2,4,RIGHT,-2
S52,2,1,2,4,RIGHT,1
S52,2,2,2,4,RIGHT,1
S52,2,3,2,4,RIGHT,1
S53,4,3,2,3,UP,1
S53,3,3,2,3,UP,1
S54,4,1,2,1,LEFT,-4
S54,4,5,2,1,DOWN,-1
S54,5,5,2,1,LEFT,1
S54,5,4,2,1,DOWN,2
S54,1,4,2,1,DOWN,1
S54,2,4,2,1,RIGHT,-1
S54,2,5,2,1,RIGHT,4
S55,3,2,1,3,DOWN,-1
S55,4,2,1,3,DOWN,-1
S55,5,2,1,3,LEFT,-1
S55,5,1,1,3,LEFT,0
S55,5,5,1,3,LEFT,1
S55,5,4,1,3,LEFT,1
S55,5,3,1,3,UP,1
S55,4,3,1,3,DOWN,-1
S55,5,3,1,3,LEFT,-1
S55,5,2,1,3,LEFT,-1
S55,5,1,1,3,RIGHT,1
S55,5,2,1,3,LEFT,-1
S55,5,1,1,3,UP,1
S55,4,1,1,3,LEFT,0
S55,4,5,1,3,RIGHT,0
S55,4,1,1,3,RIGHT,1
S55,4,2,1,3,LEFT,-1
S55,4,1,1,3,LEFT,0
S55,4,5,1,3,RIGHT,0
S55,4,1,1,3,UP,1
S55,3,1,1,3,LEFT,0
S55,3,5,1,3,DOWN,-1
S55,4,5,1,3,LEFT,1
S55,4,4,1,3,DOWN,-1
S55,5,4,1,3,DOWN,4
S55,1,4,1,3,DOWN,-1
S55,2,4,1,3,DOWN,-1
S55,3,4,1,3,RIGHT,-1
S55,3,5,1,3,DOWN,-1
S55,4,5,1,3,UP,1
S55,3,5,1,3,LEFT,1
S55,3,4,1,3,LEFT,1
S55,3,3,1,3,RIGHT,-1
S55,3,4,1,3,DOWN,-1
S55,4,4,1,3,UP,1
S55,3,4,1,3,DOWN,-1
S55,4,4,1,3,RIGHT,-1
S55,4,5,1,3,LEFT,1
S55,4,4,1,3,LEFT,1
S55,4,3,1,3,RIGHT,-1
S55,4,4,1,3,LEFT,1
S55,4,3,1,3,RIGHT,-1
S55,4,4,1,3,DOWN,-1
S55,5,4,1,3,UP,1
S55,4,4,1,3,UP,1
S55,3,4,1,3,LEFT,1
S55,3,3,1,3,UP,1
S55,2,3,1,3,UP,1
S56,1,2,2,3,RIGHT,1
S56,1,3,2,3,LEFT,-1
S56,1,2,2,3,RIGHT,1
S56,1,3,2,3,RIGHT,-1
S56,1,4,2,3,LEFT,1
S56,1,3,2,3,DOWN,1
S57,3,3,1,4,DOWN,-1
S57,4,3,1,4,LEFT,-1
S57,4,2,1,4,UP,1
S57,3,2,1,4,UP,1
S57,2,2,1,4,RIGHT,1
S57,2,3,1,4,DOWN,-1
S57,3,3,1,4,RIGHT,1
S57,3,4,1,4,DOWN,-1
S57,4,4,1,4,UP,1
S57,3,4,1,4,UP,1
S57,2,4,1,4,UP,1
S58,1,2,3,4,UP,0
S58,5,2,3,4,LEFT,-1
S58,5,1,3,4,LEFT,2
S58,5,5,3,4,UP,1
S58,4,5,3,4,DOWN,-1
S58,5,5,3,4,RIGHT,-2
S58,5,1,3,4,RIGHT,1
S58,5,2,3,4,RIGHT,1
S58,5,3,3,4,DOWN,0
S58,1,3,3,4,DOWN,1
S58,2,3,3,4,DOWN,1
S58,3,3,3,4,RIGHT,1
S59,4,1,2,2,UP,1
S59,3,1,2,2,LEFT,-2
S59,3,5,2,2,UP,1
S59,2,5,2,2,RIGHT,2
S59,2,1,2,2,LEFT,-2
S59,2,5,2,2,RIGHT,2
S59,2,1,2,2,RIGHT,1
S60,3,5,1,1,RIGHT,4
S60,3,1,1,1,RIGHT,-1
S60,3,2,1,1,LEFT,1
S60,3,1,1,1,UP,1
S60,2,1,1,1,DOWN,-1
S60,3,1,1,1,UP,1
S60,2,1,1,1,UP,1
S61,1,4,3,5,UP,0
S61,5,4,3,5,RIGHT,1
S61,5,5,3,5,LEFT,-1
S61,5,4,3,5,RIGHT,1
S61,5,5,3,5,UP,1
S61,4,5,3,5,LEFT,-1
S61,4,4,3,5,LEFT,-1
S61,4,3,3,5,UP,1
S61,3,3,3,5,DOWN,-1
S61,4,3,3,5,RIGHT,1
S61,4,4,3,5,LEFT,-1
S61,4,3,3,5,RIGHT,1
S61,4,4,3,5,RIGHT,1
S61,4,5,3,5,LEFT,-1
S61,4,4,3,5,LEFT,-1
S61,4,3,3,5,UP,1
S61,3,3,3,5,UP,-1
S61,2,3,3,5,LEFT,-1
S61,2,2,3,5,LEFT,-1
S61,2,1,3,5,UP,-1
S61,1,1,3,5,LEFT,4
S61,1,5,3,5,LEFT,-1
S61,1,4,3,5,RIGHT,1
S61,1,5,3,5,DOWN,1
S61,2,5,3,5,UP,-1
S61,1,5,3,5,RIGHT,-4
S61,1,1,3,5,RIGHT,1
S61,1,2,3,5,LEFT,-1
S61,1,1,3,5,DOWN,1
S61,2,1,3,5,DOWN,1
S61,3,1,3,5,UP,-1
S61,2,1,3,5,LEFT,4
S61,2,5,3,5,RIGHT,-4
S61,2,1,3,5,UP,-1
S61,1,1,3,5,RIGHT,1
S61,1,2,3,5,RIGHT,1
S61,1,3,3,5,DOWN,1
S61,2,3,3,5,RIGHT,1
S61,2,4,3,5,LEFT,-1
S61,2,3,3,5,UP,-1
S61,1,3,3,5,UP,0
S61,5,3,3,5,RIGHT,1
S61,5,4,3,5,LEFT,-1
S61,5,3,3,5,LEFT,-1
S61,5,2,3,5,RIGHT,1
S61,5,3,3,5,DOWN,0
S61,1,3,3,5,DOWN,1
S61,2,3,3,5,DOWN,1
S61,3,3,3,5,DOWN,-1
S61,4,3,3,5,RIGHT,1
S61,4,4,3,5,RIGHT,1
S61,4,5,3,5,LEFT,-1
S61,4,4,3,5,DOWN,-1
S61,5,4,3,5,UP,1
S61,4,4,3,5,DOWN,-1
S61,5,4,3,5,UP,1
S61,4,4,3,5,LEFT,-1
S61,4,3,3,5,DOWN,-1
S61,5,3,3,5,UP,1
S61,4,3,3,5,LEFT,-1
S61,4,2,3,5,RIGHT,1
S61,4,3,3,5,DOWN,-1
S61,5,3,3,5,RIGHT,1
S61,5,4,3,5,RIGHT,1
S61,5,5,3,5,UP,1
S61,4,5,3,5,DOWN,-1
S61,5,5,3,5,UP,1
S61,4,5,3,5,UP,1
S62,4,5,1,2,LEFT,1
S62,4,4,1,2,LEFT,1
S62,4,3,1,2,RIGHT,-1
S62,4,4,1,2,RIGHT,-1
S62,4,5,1,2,LEFT,1
S62,4,4,1,2,LEFT,1
S62,4,3,1,2,RIGHT,-1
S62,4,4,1,2,LEFT,1
S62,4,3,1,2,RIGHT,-1
S62,4,4,1,2,DOWN,-1
S62,5,4,1,2,UP,1
S62,4,4,1,2,RIGHT,-1
S62,4,5,1,2,UP,1
S62,3,5,1,2,RIGHT,2
S62,3,1,1,2,UP,1
S62,2,1,1,2,UP,1
S62,1,1,1,2,DOWN,-1
S62,2,1,1,2,DOWN,-1
S62,3,1,1,2,UP,1
S62,2,1,1,2,LEFT,-2
S62,2,5,1,2,RIGHT,2
S62,2,1,1,2,RIGHT,1
S62,2,2,1,2,LEFT,-1
S62,2,1,1,2,LEFT,-2
S62,2,5,1,2,DOWN,-1
S62,3,5,1,2,DOWN,-1
S62,4,5,1,2,LEFT,1
S62,4,4,1,2,RIGHT,-1
S62,4,5,1,2,RIGHT,2
S62,4,1,1,2,LEFT,-2
S62,4,5,1,2,RIGHT,2
S62,4,1,1,2,LEFT,-2
S62,4,5,1,2,DOWN,-1
S62,5,5,1,2,UP,1
S62,4,5,1,2,LEFT,1
S62,4,4,1,2,DOWN,-1
S62,5,4,1,2,UP,1
S62,4,4,1,2,UP,1
S62,3,4,1,2,UP,1
S62,2,4,1,2,RIGHT,-1
S62,2,5,1,2,RIGHT,2
S62,2,1,1,2,DOWN,-1
S62,3,1,1,2,UP,1
S62,2,1,1,2,UP,1
S62,1,1,1,2,DOWN,-1
S62,2,1,1,2,DOWN,-1
S62,3,1,1,2,DOWN,-1
S62,4,1,1,2,UP,1
S62,3,1,1,2,DOWN,-1
S62,4,1,1,2,LEFT,-2
S62,4,5,1,2,RIGHT,2
S62,4,1,1,2,UP,1
S62,3,1,1,2,UP,1
S62,2,1,1,2,DOWN,-1
S62,3,1,1,2,RIGHT,1
S62,3,2,1,2,RIGHT,-1
S62,3,3,1,2,RIGHT,-1
S62,3,4,1,2,RIGHT,-1
S62,3,5,1,2,LEFT,1
S62,3,4,1,2,DOWN,-1
S62,4,4,1,2,RIGHT,-1
S62,4,5,1,2,LEFT,1
S62,4,4,1,2,UP,1
S62,3,4,1,2,RIGHT,-1
S62,3,5,1,2,DOWN,-1
S62,4,5,1,2,LEFT,1
S62,4,4,1,2,RIGHT,-1
S62,4,5,1,2,LEFT,1
S62,4,4,1,2,UP,1
S62,3,4,1,2,DOWN,-1
S62,4,4,1,2,DOWN,-1
S62,5,4,1,2,LEFT,1
S62,5,3,1,2,RIGHT,-1
S62,5,4,1,2,RIGHT,-1
S62,5,5,1,2,LEFT,1
S62,5,4,1,2,RIGHT,-1
S62,5,5,1,2,DOWN,4
S62,1,5,1,2,RIGHT,2
S62,1,1,1,2,RIGHT,1
S63,4,4,2,1,DOWN,-1
S63,5,4,2,1,RIGHT,-1
S63,5,5,2,1,LEFT,1
S63,5,4,2,1,DOWN,2
S63,1,4,2,1,UP,-2
S63,5,4,2,1,RIGHT,-1
S63,5,5,2,1,UP,1
S63,4,5,2,1,DOWN,-1
S63,5,5,2,1,UP,1
S63,4,5,2,1,UP,1
S63,3,5,2,1,LEFT,1
S63,3,4,2,1,RIGHT,-1
S63,3,5,2,1,UP,1
S63,2,5,2,1,UP,-1
S63,1,5,2,1,DOWN,1
S63,2,5,2,1,LEFT,1
S63,2,4,2,1,RIGHT,-1
S63,2,5,2,1,LEFT,1
S63,2,4,2,1,UP,-1
S63,1,4,2,1,DOWN,1
S63,2,4,2,1,DOWN,-1
S63,3,4,2,1,RIGHT,-1
S63,3,5,2,1,LEFT,1
S63,3,4,2,1,LEFT,1
S63,3,3,2,1,RIGHT,-1
S63,3,4,2,1,RIGHT,-1
S63,3,5,2,1,DOWN,-1
S63,4,5,2,1,UP,1
S63,3,5,2,1,DOWN,-1
S63,4,5,2,1,UP,1
S63,3,5,2,1,UP,1
S63,2,5,2,1,DOWN,-1
S63,3,5,2,1,RIGHT,4
S63,3,1,2,1,LEFT,-4
S63,3,5,2,1,UP,1
S63,2,5,2,1,DOWN,-1
S63,3,5,2,1,LEFT,1
S63,3,4,2,1,LEFT,1
S63,3,3,2,1,UP,1
S63,2,3,2,1,RIGHT,-1
S63,2,4,2,1,LEFT,1
S63,2,3,2,1,LEFT,1
S63,2,2,2,1,UP,-1
S63,1,2,2,1,UP,-2
S63,5,2,2,1,RIGHT,-1
S63,5,3,2,1,RIGHT,-1
S63,5,4,2,1,DOWN,2
S63,1,4,2,1,RIGHT,-1
S63,1,5,2,1,DOWN,1
S63,2,5,2,1,RIGHT,4
S64,5,1,3,2,UP,1
S64,4,1,3,2,RIGHT,1
S64,4,2,3,2,UP,1
S65,1,4,3,4,LEFT,-1
S65,1,3,3,4,LEFT,-1
S65,1,2,3,4,DOWN,1
S65,2,2,3,4,RIGHT,1
S65,2,3,3,4,LEFT,-1
S65,2,2,3,4,DOWN,1
S65,3,2,3,4,LEFT,-1
S65,3,1,3,4,UP,-1
S65,2,1,3,4,DOWN,1
S65,3,1,3,4,DOWN,-1
S65,4,1,3,4,UP,1
S65,3,1,3,4,DOWN,-1
S65,4,1,3,4,UP,1
S65,3,1,3,4,RIGHT,1
S65,3,2,3,4,RIGHT,1
S65,3,3,3,4,DOWN,-1
S65,4,3,3,4,RIGHT,1
S65,4,4,3,4,UP,1
S66,4,4,1,3,UP,1
S66,3,4,1,3,DOWN,-1
S66,4,4,1,3,LEFT,1
S66,4,3,1,3,LEFT,-1
S66,4,2,1,3,UP,1
S66,3,2,1,3,UP,1
S66,2,2,1,3,DOWN,-1
S66,3,2,1,3,LEFT,-1
S66,3,1,1,3,RIGHT,1
S66,3,2,1,3,LEFT,-1
S66,3,1,1,3,DOWN,-1
S66,4,1,1,3,UP,1
S66,3,1,1,3,DOWN,-1
S66,4,1,1,3,RIGHT,1
S66,4,2,1,3,RIGHT,1
S66,4,3,1,3,DOWN,-1
S66,5,3,1,3,DOWN,4
S67,3,3,4,1,DOWN,1
S67,4,3,4,1,DOWN,-1
S67,5,3,4,1,LEFT,1
S67,5,2,4,1,DOWN,-2
S67,1,2,4,1,DOWN,1
S67,2,2,4,1,DOWN,1
S67,3,2,4,1,UP,-1
S67,2,2,4,1,UP,-1
S67,1,2,4,1,DOWN,1
S67,2,2,4,1,RIGHT,-1
S67,2,3,4,1,LEFT,1
S67,2,2,4,1,RIGHT,-1
S67,2,3,4,1,LEFT,1
S67,2,2,4,1,RIGHT,-1
S67,2,3,4,1,LEFT,1
S67,2,2,4,1,LEFT,1
S67,2,1,4,1,DOWN,1
S67,3,1,4,1,DOWN,1
S68,5,3,1,4,UP,1
S68,4,3,1,4,RIGHT,1
S68,4,4,1,4,DOWN,-1
S68,5,4,1,4,UP,1
S68,4,4,1,4,LEFT,-1
S68,4,3,1,4,LEFT,-1
S68,4,2,1,4,RIGHT,1
S68,4,3,1,4,DOWN,-1
S68,5,3,1,4,LEFT,-1
S68,5,2,1,4,DOWN,4
S68,1,2,1,4,DOWN,-1
S68,2,2,1,4,DOWN,-1
S68,3,2,1,4,LEFT,-1
S68,3,1,1,4,UP,1
S68,2,1,1,4,UP,1
S68,1,1,1,4,LEFT,2
S68,1,5,1,4,UP,-4
S68,5,5,1,4,UP,1
S68,4,5,1,4,LEFT,1
S68,4,4,1,4,UP,1
S68,3,4,1,4,RIGHT,-1
S68,3,5,1,4,DOWN,-1
S68,4,5,1,4,UP,1
S68,3,5,1,4,DOWN,-1
S68,4,5,1,4,UP,1
S68,3,5,1,4,UP,1
S68,2,5,1,4,UP,1
S68,1,5,1,4,RIGHT,-2
S68,1,1,1,4,UP,-4
S68,5,1,1,4,RIGHT,1
S68,5,2,1,4,UP,1
S68,4,2,1,4,DOWN,-1
S68,5,2,1,4,UP,1
S68,4,2,1,4,DOWN,-1
S68,5,2,1,4,LEFT,-1
S68,5,1,1,4,UP,1
S68,4,1,1,4,RIGHT,1
S68,4,2,1,4,DOWN,-1
S68,5,2,1,4,UP,1
S68,4,2,1,4,UP,1
S68,3,2,1,4,RIGHT,1
S68,3,3,1,4,UP,1
S68,2,3,1,4,LEFT,-1
S68,2,2,1,4,LEFT,-1
S68,2,1,1,4,UP,1
S68,1,1,1,4,RIGHT,1
S68,1,2,1,4,RIGHT,1
S68,1,3,1,4,UP,-4
S68,5,3,1,4,UP,1
S68,4,3,1,4,RIGHT,1
S68,4,4,1,4,RIGHT,-1
S68,4,5,1,4,DOWN,-1
S68,5,5,1,4,LEFT,1
S68,5,4,1,4,UP,1
S68,4,4,1,4,RIGHT,-1
S68,4,5,1,4,DOWN,-1
S68,5,5,1,4,UP,1
S68,4,5,1,4,RIGHT,-2
S68,4,1,1,4,RIGHT,1
S68,4,2,1,4,LEFT,-1
S68,4,1,1,4,LEFT,2
S68,4,5,1,4,RIGHT,-2
S68,4,1,1,4,UP,1
S68,3,1,1,4,UP,1
S68,2,1,1,4,RIGHT,1
S68,2,2,1,4,RIGHT,1
S68,2,3,1,4,UP,1
S68,1,3,1,4,LEFT,-1
S68,1,2,1,4,LEFT,-1
S68,1,1,1,4,LEFT,2
S68,1,5,1,4,UP,-4
S68,5,5,1,4,RIGHT,-2
S68,5,1,1,4,RIGHT,1
S68,5,2,1,4,UP,1
S68,4,2,1,4,DOWN,-1
S68,5,2,1,4,RIGHT,1
S68,5,3,1,4,DOWN,4
S68,1,3,1,4,RIGHT,1
S69,1,4,1,2,DOWN,-1
S69,2,4,1,2,LEFT,1
S69,2,3,1,2,RIGHT,-1
S69,2,4,1,2,RIGHT,-1
S69,2,5,1,2,RIGHT,2
S69,2,1,1,2,UP,1
S69,1,1,1,2,RIGHT,1
S70,3,1,2,3,LEFT,0
S70,3,5,2,3,LEFT,1
S70,3,4,2,3,DOWN,-1
S70,4,4,2,3,DOWN,-1
S70,5,4,2,3,DOWN,2
S70,1,4,2,3,DOWN,1
S70,2,4,2,3,LEFT,1
S71,3,2,2,2,RIGHT,-1
S71,3,3,2,2,RIGHT,-1
S71,3,4,2,2,LEFT,1
S71,3,3,2,2,UP,1
S71,2,3,2,2,DOWN,-1
S71,3,3,2,2,RIGHT,-1
S71,3,4,2,2,LEFT,1
S71,3,3,2,2,DOWN,-1
S71,4,3,2,2,DOWN,-1
S71,5,3,2,2,DOWN,2
S71,1,3,2,2,RIGHT,-1
S71,1,4,2,2,LEFT,1
S71,1,3,2,2,DOWN,1
S71,2,3,2,2,LEFT,1
S72,4,1,3,5,UP,1
S72,3,1,3,5,RIGHT,1
S72,3,2,3,5,UP,-1
S72,2,2,3,5,RIGHT,1
S72,2,3,3,5,DOWN,1
S72,3,3,3,5,DOWN,-1
S72,4,3,3,5,LEFT,-1
S72,4,2,3,5,LEFT,-1
S72,4,1,3,5,LEFT,4
S72,4,5,3,5,LEFT,-1
S72,4,4,3,5,LEFT,-1
S72,4,3,3,5,RIGHT,1
S72,4,4,3,5,DOWN,-1
S72,5,4,3,5,DOWN,0
S72,1,4,3,5,LEFT,-1
S72,1,3,3,5,RIGHT,1
S72,1,4,3,5,UP,0
S72,5,4,3,5,UP,1
S72,4,4,3,5,UP,1
S72,3,4,3,5,DOWN,-1
S72,4,4,3,5,UP,1
S72,3,4,3,5,RIGHT,1
S73,1,2,4,1,DOWN,1
S73,2,2,4,1,LEFT,1
S73,2,1,4,1,RIGHT,-1
S73,2,2,4,1,DOWN,1
S73,3,2,4,1,DOWN,1
S73,4,2,4,1,UP,-1
S73,3,2,4,1,DOWN,1
S73,4,2,4,1,RIGHT,-1
S73,4,3,4,1,DOWN,-1
S73,5,3,4,1,UP,1
S73,4,3,4,1,RIGHT,-1
S73,4,4,4,1,DOWN,-1
S73,5,4,4,1,LEFT,1
S73,5,3,4,1,DOWN,-2
S73,1,3,4,1,UP,2
S73,5,3,4,1,LEFT,1
S73,5,2,4,1,RIGHT,-1
S73,5,3,4,1,LEFT,1
S73,5,2,4,1,RIGHT,-1
S73,5,3,4,1,LEFT,1
S73,5,2,4,1,LEFT,1
S73,5,1,4,1,LEFT,-4
S73,5,5,4,1,LEFT,1
S73,5,4,4,1,DOWN,-2
S73,1,4,4,1,UP,2
S73,5,4,4,1,RIGHT,-1
S73,5,5,4,1,LEFT,1
S73,5,4,4,1,DOWN,-2
S73,1,4,4,1,DOWN,1
S73,2,4,4,1,RIGHT,-1
S73,2,5,4,1,UP,-1
S73,1,5,4,1,RIGHT,4
S73,1,1,4,1,RIGHT,-1
S73,1,2,4,1,LEFT,1
S73,1,1,4,1,LEFT,-4
S73,1,5,4,1,DOWN,1
S73,2,5,4,1,DOWN,1
S73,3,5,4,1,UP,-1
S73,2,5,4,1,DOWN,1
S73,3,5,4,1,DOWN,1
S73,4,5,4,1,RIGHT,4
S74,5,3,5,1,LEFT,1
S74,5,2,5,1,LEFT,1
S75,1,3,2,2,RIGHT,-1
S75,1,4,2,2,RIGHT,-1
S75,1,5,2,2,LEFT,1
S75,1,4,2,2,LEFT,1
S75,1,3,2,2,UP,-2
S75,5,3,2,2,DOWN,2
S75,1,3,2,2,RIGHT,-1
S75,1,4,2,2,UP,-2
S75,5,4,2,2,LEFT,1
S75,5,3,2,2,DOWN,2
S75,1,3,2,2,DOWN,1
S75,2,3,2,2,LEFT,1
S76,4,1,4,1,DOWN,-1
S76,5,1,4,1,RIGHT,-1
S76,5,2,4,1,RIGHT,-1
S76,5,3,4,1,UP,1
S76,4,3,4,1,RIGHT,-1
S76,4,4,4,1,RIGHT,-1
S76,4,5,4,1,LEFT,1
S76,4,4,4,1,UP,-1
S76,3,4,4,1,UP,-1
S76,2,4,4,1,RIGHT,-1
S76,2,5,4,1,DOWN,1
S76,3,5,4,1,LEFT,1
S76,3,4,4,1,DOWN,1
S76,4,4,4,1,UP,-1
S76,3,4,4,1,LEFT,1
S76,3,3,4,1,DOWN,1
S76,4,3,4,1,UP,-1
S76,3,3,4,1,RIGHT,-1
S76,3,4,4,1,DOWN,1
S76,4,4,4,1,UP,-1
S76,3,4,4,1,RIGHT,-1
S76,3,5,4,1,RIGHT,4
S76,3,1,4,1,RIGHT,-1
S76,3,2,4,1,DOWN,1
S76,4,2,4,1,LEFT,1
S77,1,3,3,3,DOWN,1
S77,2,3,3,3,DOWN,1
S78,1,3,4,2,LEFT,1
S78,1,2,4,2,DOWN,1
S78,2,2,4,2,LEFT,-1
S78,2,1,4,2,UP,-1
S78,1,1,4,2,DOWN,1
S78,2,1,4,2,UP,-1
S78,1,1,4,2,RIGHT,1
S78,1,2,4,2,RIGHT,-1
S78,1,3,4,2,RIGHT,-1
S78,1,4,4,2,LEFT,1
S78,1,3,4,2,UP,2
S78,5,3,4,2,LEFT,1
S78,5,2,4,2,DOWN,-2
S78,1,2,4,2,RIGHT,-1
S78,1,3,4,2,UP,2
S78,5,3,4,2,LEFT,1
S78,5,2,4,2,RIGHT,-1
S78,5,3,4,2,DOWN,-2
S78,1,3,4,2,UP,2
S78,5,3,4,2,LEFT,1
S78,5,2,4,2,DOWN,-2
S78,1,2,4,2,LEFT,-1
S78,1,1,4,2,UP,2
S78,5,1,4,2,RIGHT,1
S78,5,2,4,2,DOWN,-2
S78,1,2,4,2,RIGHT,-1
S78,1,3,4,2,RIGHT,-1
S78,1,4,4,2,RIGHT,-1
S78,1,5,4,2,UP,2
S78,5,5,4,2,DOWN,-2
S78,1,5,4,2,DOWN,1
S78,2,5,4,2,RIGHT,2
S78,2,1,4,2,RIGHT,1
S78,2,2,4,2,LEFT,-1
S78,2,1,4,2,DOWN,1
S78,3,1,4,2,DOWN,1
S78,4,1,4,2,DOWN,-1
S78,5,1,4,2,DOWN,-2
S78,1,1,4,2,LEFT,-2
S78,1,5,4,2,RIGHT,2
S78,1,1,4,2,DOWN,1
S78,2,1,4,2,UP,-1
S78,1,1,4,2,UP,2
S78,5,1,4,2,DOWN,-2
S78,1,1,4,2,DOWN,1
S78,2,1,4,2,RIGHT,1
S78,2,2,4,2,DOWN,1
S78,3,2,4,2,RIGHT,-1
S78,3,3,4,2,UP,-1
S78,2,3,4,2,DOWN,1
S78,3,3,4,2,RIGHT,-1
S78,3,4,4,2,DOWN,1
S78,4,4,4,2,UP,-1
S78,3,4,4,2,RIGHT,-1
S78,3,5,4,2,DOWN,1
S78,4,5,4,2,RIGHT,2
S78,4,1,4,2,DOWN,-1
S78,5,1,4,2,LEFT,-2
S78,5,5,4,2,DOWN,-2
S78,1,5,4,2,RIGHT,2
S78,1,1,4,2,DOWN,1
S78,2,1,4,2,RIGHT,1
S78,2,2,4,2,UP,-1
S78,1,2,4,2,UP,2
S78,5,2,4,2,UP,1
S79,2,5,3,4,UP,-1
S79,1,5,3,4,UP,0
S79,5,5,3,4,LEFT,1
S79,5,4,3,4,DOWN,0
S79,1,4,3,4,UP,0
S79,5,4,3,4,UP,1
S79,4,4,3,4,RIGHT,-1
S79,4,5,3,4,DOWN,-1
S79,5,5,3,4,DOWN,0
S79,1,5,3,4,LEFT,1
S79,1,4,3,4,DOWN,1
S79,2,4,3,4,DOWN,1
S80,5,3,4,1,RIGHT,-1
S80,5,4,4,1,RIGHT,-1
S80,5,5,4,1,UP,1
